mel,label
"[[ 0.33240563  0.506964    0.97172326 ...  2.568427    2.2430816
   2.2622783 ]
 [ 0.71392024  0.9544537   1.0582738  ...  2.388578    2.063765
   2.077352  ]
 [ 0.8746005   1.1234484   1.12944    ...  1.5413796   1.2392184
   0.7432397 ]
 ...
 [-1.1751336  -0.43095356 -0.01705363 ... -1.0957884   0.39759377
   0.1831653 ]
 [-1.3811581  -0.6052522  -0.369408   ... -1.2924706   0.21072865
  -0.1675508 ]
 [-1.3811581  -1.3811581  -1.3811581  ... -1.3811581  -1.0210862
  -1.2182599 ]]",1
"[[ 1.9277052   0.7389419   0.28773928 ...  0.5074949   0.35436207
   0.42823127]
 [ 2.038338    0.9490053   0.62763953 ...  0.53559583  0.5329601
   0.62424237]
 [ 2.1231685   1.0740246   0.78339785 ...  0.56571966  0.64734656
   0.7447111 ]
 ...
 [-0.2477832   0.5574542   0.6078978  ...  0.73219717 -0.5796751
  -0.56778395]
 [-0.5796751  -0.24549949  0.14613475 ...  0.268158   -0.5796751
  -0.5796751 ]
 [-0.5796751  -0.5796751  -0.5796751  ... -0.5796751  -0.5796751
  -0.5796751 ]]",1
"[[ 3.795602    2.0497508   1.179845   ... -0.35830095 -0.35830095
  -0.35830095]
 [ 4.051598    3.151889    2.9711573  ... -0.35830095 -0.35830095
  -0.35830095]
 [ 4.2207503   3.444819    3.277809   ... -0.35830095 -0.35830095
  -0.35830095]
 ...
 [ 4.388875    4.5980105   4.1197476  ... -0.35830095 -0.35830095
  -0.35830095]
 [ 3.494626    4.9480977   3.2814572  ... -0.35830095 -0.35830095
  -0.35830095]
 [ 2.6890893   2.2204      2.2695396  ... -0.35830095 -0.35830095
  -0.35830095]]",0
"[[-0.29689077 -0.5205809  -0.782706   ... -0.8505817  -1.2583269
  -0.90336895]
 [-0.16786918 -0.449127   -0.06763587 ... -0.20586017 -0.7349861
  -0.48878825]
 [-0.07173405 -0.38586155  0.1333224  ... -0.00875607 -0.5282641
  -0.3139809 ]
 ...
 [-1.2583269  -1.2583269  -1.2583269  ... -1.2254441  -1.0397894
  -0.972318  ]
 [-1.2583269  -1.2583269  -1.2583269  ... -1.2583269  -1.2583269
  -1.2583269 ]
 [-1.2583269  -1.2583269  -1.2583269  ... -1.2583269  -1.2583269
  -1.2583269 ]]",1
"[[-1.4527487  -1.1448346  -0.8653264  ... -1.1875635  -1.156645
  -0.97724867]
 [-1.4527487  -0.6952343  -0.44775385 ... -0.8056827  -0.6288781
  -1.1113222 ]
 [-1.4527487  -0.5511105  -0.30608457 ... -0.66724384 -0.4801411
  -1.4527487 ]
 ...
 [-1.4527487  -1.4527487  -1.4527487  ... -0.54957694 -0.63117826
  -0.42019302]
 [-1.4527487  -1.4527487  -1.4527487  ... -0.93417203 -1.310758
  -1.1059606 ]
 [-1.4527487  -1.4527487  -1.4527487  ... -1.4527487  -1.4527487
  -1.4527487 ]]",1
"[[ 1.9909285   0.564637    0.5521441  ... -0.33976576 -0.7486377
  -0.4399865 ]
 [ 2.0250118   0.4439008   0.38296968 ... -0.19610168 -0.72806466
  -0.37208393]
 [ 2.0597684   0.21005441 -0.2648913  ... -0.09734687 -0.7047113
  -0.31290352]
 ...
 [-0.3647908  -0.22046085 -0.14257269 ... -1.1092032  -1.1092032
  -1.1092032 ]
 [-0.988727   -0.7580841  -0.90034074 ... -1.1092032  -1.1092032
  -1.1092032 ]
 [-1.1092032  -1.1092032  -1.1092032  ... -1.1092032  -1.1092032
  -1.1092032 ]]",1
"[[ 1.487444    0.38933364  0.46360114 ... -0.5500786  -0.54046464
  -0.65952647]
 [ 1.5159812   0.22826605  0.3138033  ... -0.6981867  -0.68415475
  -0.8035468 ]
 [ 1.5456841  -0.51762474 -0.17262934 ... -1.0524247  -1.0524247
  -1.0524247 ]
 ...
 [ 0.29432276 -0.45052254 -0.58052516 ... -0.26544675 -0.10195323
  -0.30190334]
 [ 0.11297434 -0.7512595  -0.9420885  ... -0.6921279  -0.30423257
  -0.7539725 ]
 [-0.30698135 -1.0524247  -1.0524247  ... -1.0524247  -1.0524247
  -1.0524247 ]]",1
"[[ 1.0566442  -0.306774   -0.7687555  ...  0.1514632  -0.1769189
  -0.13588005]
 [ 1.0419766  -0.34244782 -0.22253454 ...  0.05266332 -0.12350516
   0.16328715]
 [ 1.0292366  -0.3823619  -0.06276198 ... -0.12268378 -0.07538506
   0.2982631 ]
 ...
 [-0.39982045 -1.292004   -1.2880088  ... -1.292004   -1.292004
  -0.8905123 ]
 [-0.53600055 -1.292004   -1.292004   ... -1.292004   -1.292004
  -1.2794641 ]
 [-0.87417704 -1.292004   -1.292004   ... -1.292004   -1.292004
  -1.292004  ]]",0
"[[ 0.9640134   0.7611133   0.30417997 ... -0.5703133  -0.5703133
  -0.5703133 ]
 [ 0.81296283  0.6961172   0.37016514 ... -0.5703133  -0.5703133
  -0.5703133 ]
 [ 0.4456754   0.6124569   0.42886713 ... -0.5703133  -0.5703133
  -0.5703133 ]
 ...
 [ 0.90477127 -0.33574578 -0.5703133  ... -0.5703133  -0.5703133
  -0.5703133 ]
 [ 0.9930776  -0.05080771 -0.31284654 ... -0.5703133  -0.5703133
  -0.5703133 ]
 [ 0.76466465 -0.5703133  -0.5703133  ... -0.5703133  -0.5703133
  -0.5703133 ]]",1
"[[-1.1372073 -1.1372073 -1.1372073 ... -1.1372073 -1.1372073 -1.1372073]
 [-1.1372073 -1.1372073 -1.1372073 ... -1.1372073 -1.1372073 -1.1372073]
 [-1.1372073 -1.1372073 -1.1372073 ... -1.1372073 -1.1372073 -1.1372073]
 ...
 [-1.1372073 -1.1372073 -1.1372073 ... -1.1372073 -1.1372073 -1.1372073]
 [-1.1372073 -1.1372073 -1.1372073 ... -1.1372073 -1.1372073 -1.1372073]
 [-1.1372073 -1.1372073 -1.1372073 ... -1.1372073 -1.1372073 -1.1372073]]",1
"[[-0.82939714 -0.82939714  1.8266824  ... -0.82939714 -0.82939714
  -0.82939714]
 [-0.82939714 -0.82939714  1.9105638  ... -0.82939714 -0.82939714
  -0.82939714]
 [-0.82939714 -0.82939714  1.9776429  ... -0.82939714 -0.82939714
  -0.82939714]
 ...
 [-0.82939714 -0.82939714 -0.39959    ... -0.82939714 -0.82939714
  -0.82939714]
 [-0.82939714 -0.82939714 -0.54343474 ... -0.82939714 -0.82939714
  -0.82939714]
 [-0.82939714 -0.82939714 -0.82939714 ... -0.82939714 -0.82939714
  -0.82939714]]",0
"[[ 4.4296232e-01 -1.0611215e+00 -1.4655329e+00 ... -6.8243092e-01
  -8.1204283e-01 -1.0002973e+00]
 [ 4.5860010e-01 -1.0154214e+00 -7.0785064e-01 ... -8.7517697e-01
  -4.1480497e-01 -5.2153575e-01]
 [ 4.7821021e-01 -9.7025824e-01 -4.9942571e-01 ... -1.5658861e+00
  -2.3901279e-01 -3.3434713e-01]
 ...
 [-7.9409409e-01 -1.7153604e+00 -1.9580408e+00 ... -9.0566963e-01
   4.7014531e-04  2.7316523e-01]
 [-1.0214676e+00 -1.9927542e+00 -2.4780383e+00 ... -1.2889708e+00
  -6.6551596e-01 -5.0409365e-01]
 [-1.4550140e+00 -2.4780383e+00 -2.4780383e+00 ... -2.4780383e+00
  -2.2246487e+00 -2.2911193e+00]]",0
"[[ 0.61838794  0.08417483  0.08384478 ... -0.03643238  0.02030756
   0.18374348]
 [ 0.7137279   0.01760381  0.03624884 ... -0.17241511 -0.09673019
   0.0573521 ]
 [ 0.7881638  -0.07245085 -0.02071433 ... -0.50011384 -0.32733345
  -0.21569161]
 ...
 [-0.9015787  -1.0561559  -0.89041805 ... -1.0561559  -1.0561559
  -1.0561559 ]
 [-0.97435695 -1.0561559  -1.0561559  ... -1.0561559  -1.0561559
  -1.0561559 ]
 [-1.0561559  -1.0561559  -1.0561559  ... -1.0561559  -1.0561559
  -1.0561559 ]]",0
"[[ 2.179458    0.02046536  0.7224431  ... -0.54548156 -0.54548156
  -0.54548156]
 [ 2.2489793   0.71653616  1.0099715  ... -0.54548156 -0.54548156
  -0.54548156]
 [ 2.3095324   0.9017738   1.153423   ... -0.54548156 -0.54548156
  -0.54548156]
 ...
 [ 0.46862802 -0.54548156 -0.54548156 ... -0.54548156 -0.54548156
  -0.54548156]
 [ 0.3425166  -0.54548156 -0.54548156 ... -0.54548156 -0.54548156
  -0.54548156]
 [-0.10276186 -0.54548156 -0.54548156 ... -0.54548156 -0.54548156
  -0.54548156]]",1
"[[-1.295179   -1.295179    0.7417304  ...  0.13400318  0.64453506
  -0.01873658]
 [-1.295179   -1.295179    0.9688464  ...  0.2921931   0.7112298
   0.01730644]
 [-1.295179   -1.295179    1.0899113  ...  0.39267367  0.7681914
   0.05290223]
 ...
 [-1.295179   -1.295179   -1.295179   ... -0.57057565 -0.2640282
  -0.22111507]
 [-1.295179   -1.295179   -1.295179   ... -0.76257205 -0.44502515
  -0.45130178]
 [-1.295179   -1.295179   -1.295179   ... -1.295179   -1.2259835
  -1.2936418 ]]",0
"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",1
"[[ 1.4825094   0.28041172  0.6266211  ...  1.27423     1.1139597
   0.2933872 ]
 [ 1.5001928   0.5898889   0.6494268  ...  1.4679203   1.0969732
   0.23036666]
 [ 1.5205029   0.72734255  0.67421144 ...  1.5797606   1.0815346
   0.1452404 ]
 ...
 [-0.21791652 -0.7678129  -0.74772644 ... -0.8204271  -0.21395685
  -0.3637776 ]
 [-0.5048037  -0.83922267 -1.0080402  ... -1.0314615  -0.70063484
  -0.7812489 ]
 [-1.0314615  -1.0314615  -1.0314615  ... -1.0314615  -1.0314615
  -1.0314615 ]]",0
"[[-1.1269792  -1.1269792  -1.1269792  ...  0.12219804 -0.5491038
   0.2833411 ]
 [-1.1269792  -1.1269792  -1.1269792  ...  0.12271299  0.3717019
   0.44806075]
 [-1.1269792  -1.1269792  -1.1269792  ...  0.12680292  0.55155647
   0.55307317]
 ...
 [-1.1269792  -1.1269792  -1.1269792  ... -1.1269792  -0.97003746
  -1.1269792 ]
 [-1.1269792  -1.1269792  -1.1269792  ... -1.1269792  -1.1269792
  -1.1269792 ]
 [-1.1269792  -1.1269792  -1.1269792  ... -1.1269792  -1.1269792
  -1.1269792 ]]",0
"[[ 0.21446523  0.19096713  0.32922068 ...  0.38150376  0.6248726
   0.20370366]
 [ 0.22723836  0.07681521  0.42842677 ...  0.4835267   0.59285915
   0.3948317 ]
 [ 0.2441368  -0.11020903  0.5094303  ...  0.56615     0.5603104
   0.518691  ]
 ...
 [-1.4902055  -1.6805189  -1.2008635  ...  0.08669209  0.3256429
  -0.36986664]
 [-1.6805189  -1.6255077  -1.4682008  ... -0.7608044  -0.6818587
  -0.59001404]
 [-1.6805189  -1.6805189  -1.6805189  ... -1.6805189  -1.6805189
  -1.6277049 ]]",1
"[[-0.8365434 -0.8365434 -0.8365434 ... -0.8365434 -0.8365434 -0.8365434]
 [-0.8365434 -0.8365434 -0.8365434 ... -0.8365434 -0.8365434 -0.8365434]
 [-0.8365434 -0.8365434 -0.8365434 ... -0.8365434 -0.8365434 -0.8365434]
 ...
 [-0.8365434 -0.8365434 -0.8365434 ... -0.8365434 -0.8365434 -0.8365434]
 [-0.8365434 -0.8365434 -0.8365434 ... -0.8365434 -0.8365434 -0.8365434]
 [-0.8365434 -0.8365434 -0.8365434 ... -0.8365434 -0.8365434 -0.8365434]]",0
"[[-1.9383533  -1.9383533  -1.9383533  ... -0.21294941 -0.05434833
  -0.6185017 ]
 [-1.9383533  -1.9383533  -1.9383533  ...  0.09038028  0.18576317
  -0.28943303]
 [-1.9383533  -1.9383533  -1.9383533  ...  0.23730534  0.3180809
  -0.13764206]
 ...
 [-1.9383533  -1.9383533  -1.9383533  ...  0.16515242  1.6844734
   1.6493545 ]
 [-1.9383533  -1.9383533  -1.9383533  ...  0.18397027  1.6511528
   1.7888981 ]
 [-1.9383533  -1.9383533  -1.9383533  ... -0.26918375  0.9733499
   1.1008909 ]]",1
"[[ 0.3945407   1.1612782   1.3182377  ...  0.74365854 -0.9596927
   0.87885046]
 [ 0.42657736  1.3270396   1.4332287  ...  0.8011315  -0.01490524
   0.9135399 ]
 [ 0.4600412   1.4369367   1.520503   ...  0.85399437  0.18254636
   0.9491762 ]
 ...
 [-1.8717872  -0.7927552  -0.3211437  ... -1.1494615  -1.083665
  -1.0141876 ]
 [-1.910459   -1.4340782  -0.4539576  ... -1.5506339  -1.7056983
  -1.4957895 ]
 [-1.910459   -1.910459   -1.7863181  ... -1.910459   -1.910459
  -1.910459  ]]",1
"[[ 1.286865   -0.56135345 -0.06569674 ... -0.56135345 -0.56135345
  -0.56135345]
 [ 1.2826242  -0.01972209 -0.18806344 ... -0.56135345 -0.56135345
  -0.56135345]
 [ 1.2819127   0.16189487 -0.42901182 ... -0.56135345 -0.56135345
  -0.56135345]
 ...
 [ 0.7699198  -0.04183035 -0.09186251 ... -0.56135345 -0.56135345
  -0.56135345]
 [ 0.79150313 -0.44791365 -0.25396734 ... -0.56135345 -0.56135345
  -0.56135345]
 [ 0.6512457  -0.56135345 -0.56135345 ... -0.56135345 -0.56135345
  -0.56135345]]",1
"[[ 0.8919708   0.40601435  0.05384653 ...  0.47219625 -0.2465769
  -1.0812876 ]
 [ 1.3070189   0.48717427  0.3714407  ...  0.8893796  -0.36634022
  -1.0812876 ]
 [ 1.4665668   0.55417895  0.5170482  ...  1.0491714  -0.60171103
  -1.0812876 ]
 ...
 [-0.62081605 -1.0812876  -1.0812876  ... -1.058645   -1.0812876
  -1.0812876 ]
 [-0.8091059  -1.0812876  -1.0812876  ... -1.0812876  -1.0812876
  -1.0812876 ]
 [-1.0812876  -1.0812876  -1.0812876  ... -1.0812876  -1.0812876
  -1.0812876 ]]",1
"[[-0.50739485 -1.151351   -0.6880085  ... -1.5668232  -1.5668232
  -1.5668232 ]
 [-0.44722632 -0.94860077 -0.35156322 ... -1.5668232  -1.5668232
  -1.5668232 ]
 [-0.3922036  -0.8242759  -0.19367856 ... -1.5668232  -1.5668232
  -1.5668232 ]
 ...
 [-0.8283684  -1.2811645  -1.3062607  ... -1.5668232  -1.5668232
  -1.5668232 ]
 [-1.5668232  -1.5668232  -1.3170482  ... -1.5668232  -1.5668232
  -1.5668232 ]
 [-1.5668232  -1.5668232  -1.5668232  ... -1.5668232  -1.5668232
  -1.5668232 ]]",0
"[[-1.2368696  -1.2368696   0.02146936 ...  0.6445341   0.88896346
   0.42374477]
 [-1.2368696  -1.2368696   0.20034829 ...  0.5775954   0.84084755
   0.4373087 ]
 [-1.2368696  -1.2368696   0.31307507 ...  0.4889635   0.78408
   0.45434803]
 ...
 [-1.2368696  -1.2368696  -0.9893517  ... -0.9673441  -1.1306478
  -1.2368696 ]
 [-1.2368696  -1.2368696  -1.2368696  ... -1.2368696  -1.2368696
  -1.2368696 ]
 [-1.2368696  -1.2368696  -1.2368696  ... -1.2368696  -1.2368696
  -1.2368696 ]]",1
"[[-0.55741715 -0.55741715 -0.55741715 ... -0.55741715 -0.55741715
  -0.55741715]
 [-0.55741715 -0.55741715 -0.55741715 ... -0.55741715 -0.55741715
  -0.55741715]
 [-0.55741715 -0.55741715 -0.55741715 ... -0.55741715 -0.55741715
  -0.55741715]
 ...
 [-0.55741715 -0.55741715 -0.55741715 ... -0.55741715 -0.55741715
  -0.55741715]
 [-0.55741715 -0.55741715 -0.55741715 ... -0.55741715 -0.55741715
  -0.55741715]
 [-0.55741715 -0.55741715 -0.55741715 ... -0.55741715 -0.55741715
  -0.55741715]]",0
"[[-1.3042885  -1.3042885   1.0573282  ...  0.75104797  0.21593235
   0.34844136]
 [-1.3042885  -1.3042885   1.1879157  ...  0.84920895  0.10642393
   0.2228767 ]
 [-1.3042885  -1.3042885   1.2825255  ...  0.92736244 -0.08025203
  -0.01884575]
 ...
 [-1.3042885  -1.3042885  -1.3042885  ... -1.3042885  -1.3042885
  -1.3042885 ]
 [-1.3042885  -1.3042885  -1.3042885  ... -1.3042885  -1.3042885
  -1.3042885 ]
 [-1.3042885  -1.3042885  -1.3042885  ... -1.3042885  -1.3042885
  -1.3042885 ]]",0
"[[-0.02941163 -0.22066183  0.22380427 ... -1.4014325  -1.4014325
  -1.1321144 ]
 [-0.13823925 -0.38213062  0.3397828  ... -1.4014325  -1.4014325
  -1.0041575 ]
 [-0.3373404  -0.99664956  0.42465562 ... -1.4014325  -1.4014325
  -0.9138026 ]
 ...
 [ 1.3812145   0.81669796 -0.02760245 ... -1.4014325  -1.4014325
  -1.4014325 ]
 [ 0.7962035   0.28250396 -0.27675533 ... -1.4014325  -1.4014325
  -1.4014325 ]
 [-0.05922768 -1.0686936  -1.2502738  ... -1.4014325  -1.4014325
  -1.4014325 ]]",1
"[[ 1.0954714  -0.08372666 -0.5370333  ... -0.8122173  -0.8122173
  -0.8122173 ]
 [ 1.1184404  -0.00276513 -0.4194471  ... -0.8122173  -0.8122173
  -0.8122173 ]
 [ 1.1436821   0.06379168 -0.3336302  ... -0.8122173  -0.8122173
  -0.8122173 ]
 ...
 [-0.63704365 -0.40970623  0.21268336 ... -0.8122173  -0.8122173
  -0.8122173 ]
 [-0.8122173  -0.5881504  -0.02893041 ... -0.8122173  -0.8122173
  -0.8122173 ]
 [-0.8122173  -0.8122173  -0.8122173  ... -0.8122173  -0.8122173
  -0.8122173 ]]",1
"[[ 0.9141027  -0.6209074  -0.20000704 ... -1.4448724  -1.0489787
  -1.0770055 ]
 [ 0.96458554 -0.18266393 -0.04771801 ... -1.0190096  -0.26847914
  -0.1837541 ]
 [ 1.0113587  -0.02334965  0.05268039 ... -0.8449031  -0.09110928
  -0.00419697]
 ...
 [ 0.04141418  0.27640137  0.0309297  ... -0.7058965  -0.91240656
  -0.1651303 ]
 [-0.09895936 -0.06910598 -0.10138226 ... -1.1114649  -1.0975277
  -0.40221697]
 [-0.6069427  -1.3413346  -1.4448724  ... -1.4448724  -1.4448724
  -1.4448724 ]]",1
"[[-0.7931357  -0.7931357  -0.01486286 ... -0.7931357  -0.7931357
  -0.7931357 ]
 [-0.7931357  -0.7931357   0.22823377 ... -0.7931357  -0.7931357
  -0.7931357 ]
 [-0.7931357  -0.7931357   0.36110494 ... -0.7931357  -0.7931357
  -0.7931357 ]
 ...
 [-0.7931357  -0.7931357  -0.7931357  ... -0.7931357  -0.7931357
  -0.7931357 ]
 [-0.7931357  -0.7931357  -0.7931357  ... -0.7931357  -0.7931357
  -0.7931357 ]
 [-0.7931357  -0.7931357  -0.7931357  ... -0.7931357  -0.7931357
  -0.7931357 ]]",1
"[[-1.313907    0.26374137  0.38210315 ... -0.111022   -0.04310883
  -0.7162893 ]
 [-1.2838844   0.47804156  0.6998483  ...  0.26857957  0.15746494
  -0.2470687 ]
 [-1.1403009   0.600901    0.84636676 ...  0.4247585   0.27621388
  -0.08075782]
 ...
 [-1.313907   -1.313907   -1.313907   ... -1.313907   -1.313907
  -1.313907  ]
 [-1.313907   -1.313907   -1.313907   ... -1.313907   -1.313907
  -1.313907  ]
 [-1.313907   -1.313907   -1.313907   ... -1.313907   -1.313907
  -1.313907  ]]",1
"[[-0.7494756  -0.7494756  -0.1392936  ... -0.7494756  -0.7494756
  -0.7494756 ]
 [-0.7494756  -0.7494756   0.03993762 ... -0.7494756  -0.7494756
  -0.7494756 ]
 [-0.7494756  -0.7494756   0.14447665 ... -0.7494756  -0.7494756
  -0.7494756 ]
 ...
 [-0.7494756  -0.7494756  -0.7494756  ... -0.7494756  -0.7494756
  -0.7494756 ]
 [-0.7494756  -0.7494756  -0.7494756  ... -0.7494756  -0.7494756
  -0.7494756 ]
 [-0.7494756  -0.7494756  -0.7494756  ... -0.7494756  -0.7494756
  -0.7494756 ]]",1
"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",1
"[[ 1.6623505  -1.1986544   0.30041638 ...  0.9624196   1.0305349
   0.8071394 ]
 [ 1.8122847   1.2997559   0.7715782  ...  1.6856158   1.2350842
   0.6605302 ]
 [ 1.9091163   1.471712    0.92617416 ...  1.8516854   1.3493458
   0.17000966]
 ...
 [-0.25992545 -0.94674563 -0.7934826  ... -0.8334241  -1.2373405
  -1.2373405 ]
 [-0.3672515  -1.2373405  -1.1343223  ... -1.2373405  -1.2373405
  -1.2373405 ]
 [-0.6012572  -1.2373405  -1.2373405  ... -1.2373405  -1.2373405
  -1.2373405 ]]",1
"[[ 1.2013729  -0.33639556 -0.5802946  ... -1.0206802  -1.3507973
  -1.7580315 ]
 [ 1.2167056   0.2950147   0.04083445 ... -1.1387227  -1.0041225
  -1.4414276 ]
 [ 1.2357678   0.48798716  0.23315847 ... -1.3445193  -0.8426243
  -1.2371635 ]
 ...
 [-1.7580315  -1.453305   -1.4950318  ... -1.4892782  -1.3727976
  -1.2899148 ]
 [-1.7580315  -1.7580315  -1.7580315  ... -1.6905845  -1.6957247
  -1.745095  ]
 [-1.7580315  -1.7580315  -1.7580315  ... -1.7580315  -1.7580315
  -1.7580315 ]]",0
"[[-0.38508606 -0.38508606 -0.38508606 ... -0.38508606 -0.38508606
  -0.38508606]
 [-0.38508606 -0.38508606 -0.38508606 ... -0.38508606 -0.38508606
  -0.38508606]
 [-0.38508606 -0.38508606 -0.38508606 ... -0.38508606 -0.38508606
  -0.38508606]
 ...
 [-0.38508606 -0.38508606 -0.38508606 ... -0.38508606 -0.38508606
  -0.38508606]
 [-0.38508606 -0.38508606 -0.38508606 ... -0.38508606 -0.38508606
  -0.38508606]
 [-0.38508606 -0.38508606 -0.38508606 ... -0.38508606 -0.38508606
  -0.38508606]]",1
"[[ 0.9322976   0.17173176 -0.30881304 ...  0.30555522  0.26103523
  -0.7229638 ]
 [ 0.9929958   0.00481712 -0.3846047  ...  1.0477246   0.5083915
   0.00319882]
 [ 1.046498   -1.017668   -0.49464402 ...  1.2206715   0.6361446
   0.17571023]
 ...
 [-0.08533744 -0.23856856 -0.46987265 ... -0.81963134 -1.0558467
  -1.5530518 ]
 [-0.3158739  -0.6343255  -0.7949028  ... -1.0355301  -1.298029
  -1.5530518 ]
 [-0.6472787  -1.5530518  -1.5530518  ... -1.5530518  -1.5530518
  -1.5530518 ]]",1
"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",1
"[[ 0.6076111   0.80864936  0.2739741  ...  0.81199014  0.2547257
   0.8466667 ]
 [ 0.5402681   1.0330429   0.51045406 ...  0.9897773   0.12600718
   0.6956897 ]
 [ 0.45182553  1.1618149   0.64263475 ...  1.1034145  -0.13094294
   0.31792694]
 ...
 [-1.2335829  -0.60239786 -1.0357685  ...  0.84859884 -0.44945496
  -1.2335829 ]
 [-1.2335829  -1.2335829  -1.2335829  ...  0.66140693 -0.7652011
  -1.2335829 ]
 [-1.2335829  -1.2335829  -1.2335829  ... -0.9122177  -1.2335829
  -1.2335829 ]]",0
"[[-0.539076   -0.88693696 -0.8076806  ... -0.7760157  -0.73639137
  -0.74423313]
 [-0.27473074 -0.46094993 -0.47111917 ... -0.48686692 -0.3286443
  -0.08691241]
 [-0.1303628  -0.2857889  -0.31049967 ... -0.33635864 -0.15605004
   0.10925663]
 ...
 [-1.14069    -1.48904    -1.744272   ... -1.0699892  -1.3048465
  -1.2785172 ]
 [-1.3785678  -1.8507917  -1.8507917  ... -1.5939549  -1.3793832
  -1.6981859 ]
 [-1.8507917  -1.8507917  -1.8507917  ... -1.8507917  -1.8507917
  -1.8507917 ]]",1
"[[ 0.5515679   0.5869654   0.5072313  ... -0.06500122  0.23950316
   0.07219965]
 [ 0.4547167   0.45667857  0.51497495 ...  0.24721892  0.7275597
   0.7280124 ]
 [ 0.29159468  0.15658663  0.52620435 ...  0.38834086  0.88932574
   0.89909935]
 ...
 [-1.0300812  -1.0300812  -1.0300812  ...  1.1844813   0.29766968
  -1.0300812 ]
 [-1.0300812  -1.0300812  -1.0300812  ...  0.6748003  -0.55784136
  -1.0300812 ]
 [-1.0300812  -1.0300812  -1.0300812  ... -0.4087804  -1.0300812
  -1.0300812 ]]",1
"[[ 1.5031892   0.02272337 -0.07304361 ... -1.2894653  -1.2894653
  -1.2894653 ]
 [ 1.523495   -0.12283447 -0.18776347 ... -1.2894653  -1.2894653
  -1.2894653 ]
 [ 1.5459707  -0.6309005  -0.4307511  ... -1.2894653  -1.2894653
  -1.2894653 ]
 ...
 [-0.21322508 -1.2894653  -0.94148797 ... -1.2894653  -1.2894653
  -1.2894653 ]
 [-0.37298867 -1.2894653  -1.2859013  ... -1.2894653  -1.2894653
  -1.2894653 ]
 [-0.722016   -1.2894653  -1.2894653  ... -1.2894653  -1.2894653
  -1.2894653 ]]",1
"[[-1.1728402  -1.1728402  -1.1728402  ... -1.1728402   0.81616193
  -0.8091763 ]
 [-1.1728402  -1.1728402  -1.1728402  ... -0.79348624  1.0155497
  -0.9321336 ]
 [-1.1728402  -1.1728402  -1.1728402  ... -0.64444244  1.1247914
  -1.1728402 ]
 ...
 [-1.1728402  -1.1728402  -1.1728402  ... -1.1728402  -1.1728402
  -1.1728402 ]
 [-1.1728402  -1.1728402  -1.1728402  ... -1.1728402  -1.1728402
  -1.1728402 ]
 [-1.1728402  -1.1728402  -1.1728402  ... -1.1728402  -1.1728402
  -1.1728402 ]]",1
"[[-0.6324565  -0.6324565   0.90970296 ... -0.6324565  -0.6324565
  -0.6324565 ]
 [-0.6324565  -0.6324565   0.8319104  ... -0.6324565  -0.6324565
  -0.6324565 ]
 [-0.6324565  -0.6324565   0.7195324  ... -0.6324565  -0.6324565
  -0.6324565 ]
 ...
 [-0.6324565  -0.6324565  -0.6324565  ... -0.6324565  -0.6324565
  -0.6324565 ]
 [-0.6324565  -0.6324565  -0.6324565  ... -0.6324565  -0.6324565
  -0.6324565 ]
 [-0.6324565  -0.6324565  -0.6324565  ... -0.6324565  -0.6324565
  -0.6324565 ]]",0
"[[ 1.2145766   1.4821384   1.4673872  ...  1.4781202   1.2562981
   1.163829  ]
 [ 1.1392059   1.5321853   1.5302534  ...  1.5818377   1.302513
   1.2884601 ]
 [ 1.0314687   1.5786804   1.5855275  ...  1.660759    1.3462346
   1.3774168 ]
 ...
 [-1.650226   -1.650226   -0.85135674 ... -1.606422   -1.3387628
  -1.3992627 ]
 [-1.650226   -1.650226   -1.4809124  ... -1.650226   -1.5547079
  -1.650226  ]
 [-1.650226   -1.650226   -1.650226   ... -1.650226   -1.650226
  -1.650226  ]]",1
"[[-1.700148   -1.1492105   0.8102364  ...  1.1954026   1.5112146
   0.5254998 ]
 [-1.700148   -1.1635227   0.8132559  ...  1.0753012   1.5880905
   1.1476533 ]
 [-1.700148   -1.1755073   0.81994075 ...  0.83608055  1.6523631
   1.3217405 ]
 ...
 [-1.700148   -1.700148   -1.700148   ...  0.21044028 -0.4990475
  -0.29016206]
 [-1.700148   -1.700148   -1.700148   ...  0.14636078 -0.76182866
  -0.4741142 ]
 [-1.700148   -1.700148   -1.700148   ... -0.6372271  -1.2392633
  -1.0062612 ]]",1
